Video Title,Video ID,Publish Date,Views,Video Length,Transcript Found
Why the Mike Tyson of MMA Never Joined the UFC  ❘ Fedor Emelianenko Documentary,JvGlyU3cAHM,2023-02-10T02:22:23Z,1202742,16:51,Yes
HIDDEN - cinematic short film,mT8rRlwgZUM,2022-10-05T13:30:16Z,1196501,6:09,No
"I, Pencil: The Movie",IYO3tOqDISE,2012-11-14T23:17:17Z,1182226,6:33,Yes
The Greatest King of Babylon | Nebuchadnezzar II | Ancient Mesopotamia Documentary,WX4sTXOKRcY,2022-07-17T00:41:33Z,1168290,13:00,Yes
Your Body on Cannabis (Documentary),_YCzE8SOO_g,2014-07-12T20:54:34Z,1158429,14:55,Yes
The Full Story of Tay K (Documentary),g9rEvITqN4E,2023-02-10T22:30:07Z,1136591,19:50,Yes
The Film That Changed South Korea | Video Essay,WDv3KEt6LWQ,2021-10-28T14:27:48Z,1121790,13:19,Yes
AURORA - Nothing is Eternal (A Documentary),4vdBorK67tk,2016-08-04T15:01:25Z,1106190,11:16,Yes
Mursi of Ethiopia - Full Documentary,tYkeQyqz9Qw,2021-11-24T15:00:40Z,1107877,19:56,Yes
"Stalin's speech at the parade November 7, 1941 (1941) documentary",WbDMaimE5Es,2016-12-19T20:03:14Z,1099887,6:48,No
"How One Woodworking Project Made Me $2,612,367 | A Documentary",qpphSeKdxw0,2023-06-25T14:00:29Z,1042888,18:51,Yes
The Fukushima Nuclear Power Plant Disaster (Disaster Documentary),u-fjLiOg_Hg,2021-12-30T19:00:27Z,1016215,14:02,Yes
Transgender in Pakistan | DW Documentary,ZA9BwA4uO1o,2023-04-12T16:00:32Z,1006719,12:26,Yes
Movies are Magic: Crash Course Film History #1,vsnB4iBb78o,2017-04-14T01:09:38Z,1006041,9:44,Yes
The Congo: Militias and violence | DW Documentary,kBH_x7rkU2o,2021-04-27T16:00:17Z,996085,12:32,Yes
Germany’s poor pensioners | DW Documentary,lDveK6oWN5w,2018-01-22T14:45:25Z,993225,12:01,Yes
6 Ways to Edit Any Scene — Essential Film & Video Editing Techniques Explained [Shot List Ep. 10],FVR8zz8ci2k,2022-02-14T12:00:16Z,994621,18:48,Yes
The Full Story of Kay Flock (Documentary),Pkg9rFbfykg,2023-03-19T00:15:00Z,982939,18:27,Yes
The Girl With The Three-Minute Memory (Amnesia Documentary) | Real Stories [4k],ZeiMhUlipTk,2021-11-06T17:00:18Z,968466,8:55,Yes
King Von: The Ghost of O’Block (Documentary),6ZmtgfVqSn4,2023-02-08T00:22:04Z,969116,19:35,Yes
Travel To Georgia | georgia History Documentary in Urdu And Hindi | Spider Tv | جارجیا کی سیر,gVvb536h77o,2021-08-31T13:14:04Z,931828,19:40,No
World CUP से पहले जब दुनिया उसे टीम से निकालने की  तैयारी में थी | A dream comeback of Virat Kohli,wcf6vQQldWo,2023-10-04T05:36:42Z,928348,13:41,No
"LGBT short film ""Flamingo Pride"" | by Tomer Eshed",vojEWV13BQc,2015-05-02T07:00:01Z,911699,6:04,Yes
Renaissance Technologies - Trading Strategies Revealed | A Documentary,lji-jNsXmAM,2020-12-09T12:29:05Z,868497,17:12,Yes
A Brief History of: The Sarov Criticality (Documentary),s5HX_ALalnk,2021-05-29T13:00:17Z,859990,12:10,Yes
the ghost ski resorts | fortress | chapter two | full movie,hRHDB75gkdY,2022-01-11T20:00:10Z,862234,10:16,Yes
MIA: Masculinity in America | Full Documentary,YX3So8iz8Ak,2023-12-27T16:00:11Z,856825,16:47,Yes
What Netflix's Murdaugh Murders Documentary Didn't Tell You About The Story,6AKLHRi46p8,2023-03-14T20:30:00Z,842110,12:08,Yes
If TF2 was a Nature Documentary,Se5FQhVKLcA,2023-04-02T13:00:29Z,839287,8:46,Yes
The Enschede Fireworks Factory Disaster 2000 (Documentary),GdAfUzKu-IM,2022-06-21T21:36:10Z,831201,16:24,Yes
7 Fundamental Steps to Film a Short Documentary,XN8dIQ6vptc,2017-12-11T17:57:45Z,803798,6:43,Yes
History of Coffee - Documentary,EJVbsCfLy-8,2021-03-15T00:19:12Z,801857,19:07,Yes
Afghanistan under the Taliban | DW Documentary,kRpPu6OoP00,2022-09-09T16:00:33Z,804117,18:11,Yes
World War II - A Short Documentary,GqPbVuAxWHo,2018-01-06T18:02:14Z,782949,15:53,No
The Tenerife Airport Disaster (Disaster Documentary),uNeXf8N9fmQ,2022-01-29T19:15:01Z,782792,14:53,Yes
A Beginner Guide for 35mm Film Photography.,Ax4Yn16Rw8s,2022-06-19T20:48:06Z,763486,15:08,Yes
When Speedboats Crippled the Russian Fleet - Raid on Kronstadt Documentary,temgmfPL1tE,2022-07-27T13:00:37Z,761645,15:28,Yes
"Sci-Fi Fantasy Short Film: ""Six"" | DUST | Online Premiere",za2fY2ZFelo,2022-03-04T17:00:41Z,738839,11:13,No
Children of ISIS (full documentary) | FRONTLINE,0VPiJr3qBEc,2015-11-23T18:10:29Z,732101,10:41,Yes
Top 20 Creepiest Documentaries Ever Made,mTLjoQkzF7I,2023-06-05T02:00:10Z,690695,19:44,Yes
Just Breathe In - Underage Juul Use Documentary,AlU7tYdG27w,2017-12-22T22:25:32Z,680394,6:47,Yes
BE - A Short Film on Depression & Anxiety,3V9b1ZquLq4,2020-06-27T01:00:12Z,665174,9:53,Yes
Pure O: Unstoppable Instrusive Thoughts (Extreme OCD Documentary) | Real Stories Original,4Vixj8lSEws,2018-06-08T17:00:00Z,647702,14:22,Yes
Chasing Ten - Ironman Triathlon Documentary,kB52JVt7w0Y,2018-11-18T20:28:30Z,645428,17:52,Yes
How to Make Your First Short Film: A Crash Course,8QCK_qEp_PI,2021-02-15T16:30:00Z,645208,8:34,Yes
"Basic Elements of a Film Script for BEGINNERS! (How To Format, Read and Write a Screenplay!)",-3uO0Qqfklo,2022-03-06T19:30:11Z,640654,10:27,Yes
"Streets of Philadelphia, Kensington Ave Documentary, October 25-26 2023",FjTqZ8VvoME,2023-10-27T11:00:12Z,643039,8:09,No
The Crash of United 232 | A Short Documentary | Fascinating Horror,R54kp8cP_LM,2023-05-16T09:15:00Z,624890,10:51,Yes
A Day With Future Best US Air Force Pilots Flying Most Feared Aircraft | Documentary,hJJe7IEZp9M,2023-06-17T17:48:28Z,621619,15:32,Yes
CAUTION: this IS one of the WORST - True Crime Documentary | Hannah Cornelius,pynUHslNqOw,2023-05-07T18:00:09Z,620899,15:28,Yes
The Rise and Fall of Steve Wynn: Uncovering the Tragic Story [DOCUMENTARY],YGVx_ECd9zs,2023-01-20T02:00:10Z,596099,14:05,Yes
Ultimate Guide to Film Composition & Framing — Key Elements Explained [Shot List Ep. 11],hUmZldt0DTg,2022-07-11T11:00:22Z,584451,17:49,Yes
"""AB de Villiers' One-Man Army Destroys Mumbai Indians, Rohit Sharma in Shock!""",N7Ji94_k1dE,2023-04-26T04:49:13Z,584877,8:45,No
Turpentine Industry Documentary from the 1940s,QzNxPY3ewas,2022-02-25T20:40:45Z,557625,13:59,Yes
The Greatest Pharaoh | Ramesses II | Ancient Egypt Documentary,TeESSvut5xA,2021-09-10T21:30:10Z,552739,11:00,Yes
The Twilight Saga: Eclipse Part 6 Making of Documentary,GaycxDgyF5Q,2010-12-30T04:50:33Z,546286,10:00,No
MSSP - Shane watches spooky documentaries,WR7khCp1rOg,2022-01-08T21:00:11Z,539067,19:19,Yes
David Beckham mistress Rebecca Loos slams Netflix documentary and says he is 'playing the victim',yHnMQ-sSZco,2023-10-22T09:12:24Z,534483,7:41,Yes
"Hitting To Hurt - Muay Thai Documentary: Jonathan ""The General"" Haggerty",qoaN6Jt4wR0,2021-11-05T16:01:04Z,530313,15:28,Yes
Exploring Maya Civilization for Kids: Ancient Mayan Culture Documentary for Children - FreeSchool,iaKofHyZ00c,2018-06-04T14:27:00Z,522534,15:03,Yes
"Eggshells - A Short Film About Domestic Abuse (coercive control, gaslighting, domestic violence)",YlHxhmOsrHo,2022-11-21T19:47:06Z,522523,5:17,Yes
Life in FINLAND HELSINKI Travel Documentary - What is FINLAND 2023 Really Like? Countries Explained,OXL_E6EjwF0,2023-04-25T18:27:49Z,506252,15:53,Yes
You're Living in the Matrix: Time to Escape This TRAP | Documentary,SUMjIpDXZNQ,2023-11-15T04:30:07Z,500011,12:43,No
XG Documentary Series ‘XTRA XTRA’ EP XX,Ur0L9aKNXiI,2023-04-11T09:00:16Z,488736,10:10,Yes
"Unseen footage of The Beatles revealed in new documentary, directed by Peter Jackson - BBC News",0OebjReZ1XU,2021-11-25T11:00:00Z,483470,6:02,Yes
The Black River: Whiskey Documentary,YzbHv6_zOFU,2022-12-08T19:08:28Z,480176,16:11,Yes
All English Kings and Queens animated history documentary,evArztIZpYw,2022-06-04T19:00:21Z,481969,17:37,Yes
"San Francisco: The GOOD, The BAD, The UGLY (California Documentary)",r3vx5Xz37Zc,2023-06-18T16:52:05Z,480395,18:18,Yes
MAORI DOCUMENTARY | Meeting the Māori people of New Zealand,yqnz2cQiz68,2019-04-07T14:58:18Z,475747,18:19,Yes
Ilya: the AI scientist shaping the world,9iqn1HhFJ6c,2023-11-02T11:48:58Z,475790,11:46,Yes
Short Documentary On Jim Corbett National Park Dhikala / Bijrani,_DIqSJz0yEM,2018-04-12T09:15:25Z,441168,14:36,Yes
Saturnalia - Rome's Awesome Pagan Christmas DOCUMENTARY,V1K9enEfcC4,2020-12-23T17:56:30Z,419656,16:10,Yes
Inside the hateful and lonely world of incel men | Uncovering Incels | Short Documentary,YWeKsNPdhMw,2023-06-29T07:24:15Z,405822,11:08,No
Speed Session Documentary,4B94WMAwZNg,2020-07-09T13:00:11Z,403570,18:16,Yes
HEROBRINE BURNED MY HOUSE (Minecraft Herobrine Documentary),33eNyoph9ZI,2017-02-17T17:14:08Z,399648,11:13,Yes
Mars - The Red Planet 360 VR Documentary,pgEfZvJjbZg,2017-03-02T23:19:16Z,397199,11:30,Yes
Exploring Egyptian Civilization for Kids: Ancient Egyptian Culture Documentary - FreeSchool,tsMWYzvsqHk,2021-01-10T00:06:48Z,396301,13:56,Yes
Ruby Bridges Fought Racism at 6 Years Old | Inspirational Documentary | Goalcast,UKVv8NH6YGk,2020-11-04T17:30:31Z,391368,9:44,Yes
Life as Jewish settler in the West Bank | DW Documentary,bybyUTIU-qo,2020-09-16T16:00:08Z,387426,12:32,Yes
How are movies made? | The movie making process explained | How to make a movie,NnnuleYz8vU,2020-07-27T23:38:46Z,386548,6:08,Yes
Berlin's growing Indian community | DW Documentary,GKog7E4DBsU,2023-12-04T17:00:08Z,386340,12:26,Yes
The Breakfast Club Breaks down 'Surviving R. Kelly' Documentary,0AUcvDCoFro,2019-01-07T18:37:38Z,366996,5:48,Yes
Citigroup and the 'financial supermarket' experiment | FT Film,3njfN0IOz38,2023-11-27T05:02:33Z,353231,19:37,Yes
The Worst Person on the Internet... (Cyraxx Documentary),OKeYLEDf_Pc,2023-06-18T14:39:35Z,354392,14:28,Yes
SCARFACE THE LION DOCUMENTARY - STORY OF THE MOST FAMOUS LION EVER & HIS BROTHERS - MUSKETEER MALES,rMceUmTw8U4,2021-09-20T19:21:54Z,349358,5:50,No
How World’s Most Protected President Travels: US President's Motorcade Documentary,BQHi9RB-MH8,2023-06-07T17:57:12Z,348686,15:27,Yes
A Brief History of: The 1957 Rocky Flats Plutonium Fire (Short Documentary),PhnmmdoC2VY,2021-01-23T14:00:16Z,334202,10:52,Yes
BOBA FETT: NO DISINTEGRATIONS - A Star Wars Fan Film,Bgf3ptQ8eqQ,2022-05-21T16:13:34Z,333350,16:17,No
Travel To Micronesia   | Full History Documentary About Micronesia  In Urdu  | مائیکرونیشیا۔کی سیر,6_MAhaWpQsw,2021-04-01T06:40:15Z,330481,8:53,No
BOBA FETT: NO DISINTEGRATIONS - A Star Wars Fan Film,Bgf3ptQ8eqQ,2022-05-21T16:13:34Z,333350,16:17,No
Bo Xilai: Inside the Scandal - A WSJ Documentary,XqaQcOS7juU,2012-06-29T14:59:21Z,320063,17:59,Yes
The Process of Making a Documentary: Pre to Post Production,0hPFlGiAwEM,2018-05-23T02:44:50Z,319361,5:28,Yes
Rebuild - a Cinematic Short Film,v2WCnF3SSUE,2023-01-19T10:04:11Z,319404,5:22,No
How DisguisedToast Became Twitch's Hearthstone Game-breaker | Twitch Documentary Preview | Stream On,imKEY9TNc1Y,2017-11-14T22:00:02Z,310870,8:14,Yes
East Hastings: Canada's WORST Street (DOCUMENTARY),sd_FfZyT97Y,2022-07-08T17:00:38Z,300113,19:55,Yes
Kyle Bass - The $4 Billion Short Trade | Full Documentary,RCivdbqWSs8,2022-11-26T23:22:52Z,295173,19:09,Yes
Osage Murders | 2022 PBS Short Film Festival,C5OiFBNlYkY,2022-07-11T13:00:10Z,291950,13:24,Yes
Indian dream wedding in Kerala | DW Documentary,-AqF-2Htv-I,2019-11-19T19:00:01Z,287045,12:33,Yes
WARRIOR - Georges St-Pierre | Mini-Documentary (2022),Z_08uweMeX0,2022-04-12T00:00:13Z,287018,16:34,Yes
2011 USA v. The World Game Documentary,XNlTUeYa1dE,2011-02-12T03:03:37Z,281309,8:34,Yes
Taylor Swift's MISS AMERICANA Documentary: 6 Must-See Moments,wKH0_38Bz64,2020-02-01T00:30:02Z,281088,10:29,Yes
20 Documentary Movies You Must See Before You Die,CbqywB8THDQ,2020-03-03T12:30:00Z,274997,16:25,Yes
Every Interview Style Explained (A documentary masterclass),4E5DkR87SwI,2022-09-06T13:21:50Z,271788,9:56,Yes
Benjamin Franklin Biography Documentary,Ptb9koYCom0,2010-11-18T07:29:10Z,269812,7:43,Yes
Abraham Ozler Movie Review | Jayaram & Devil's Alternative 💥,ikjzezjN9BA,2024-01-11T08:35:46Z,264668,9:24,No
Police brutality in Nairobi‘s slums | DW Documentary,Jh7Owgvlu0Y,2018-02-05T11:16:27Z,264863,12:07,Yes
"""David Dobrik Is NOT A Victim"" - *UPDATE on Casey Neistat's Unreleased Documentary*",76K1Dmq-BZc,2023-11-22T22:00:06Z,253660,7:50,Yes
The darker side of the incel world | Uncovering Incels | Short Documentary,Ws-f5BxfGok,2023-06-29T07:24:18Z,241848,10:08,No
Young and homeless in New York | DW Documentary,tXb_zrHp4H8,2023-12-31T17:00:46Z,245232,12:26,Yes
7 Ghanaian Players Who Failed To Reach Their Potential - Documentary,m6wV9Zz1AQo,2019-12-31T06:19:27Z,238215,13:18,Yes
Sukoon-e-Satguru | A short documentary | Sant Nirankari Mission | Universal Brotherhood,__J2MyR5kCo,2023-11-06T14:19:43Z,235307,13:56,No
Williston: The North Dakota Oil Boom (Documentary),8MukcZYpD3M,2013-05-23T03:40:35Z,231630,10:54,Yes
Levi's® Shape What's to Come Documentary by Chiara Clemente,7siDUX-9Kx8,2010-12-10T23:09:33Z,226157,6:51,Yes
Documentary | Inside the Training,GuJdHu3BGkI,2023-06-13T11:00:07Z,225367,8:22,Yes
TIMELAPSE OF FUTURE TECHNOLOGY II (Sci-Fi Documentary),2xkODJbAY6Q,2023-12-23T12:15:00Z,227819,16:53,Yes
Elixir: The Documentary,lxYFOM3UJzo,2018-07-13T13:44:42Z,218951,12:49,Yes
Uruguay's Legal Cannabis Trade (Documentary),AUi-Gg2oW8M,2014-02-02T08:38:10Z,213532,11:29,No
Diving Bell Ship - Working Underwater Without Getting Wet | Free Documentary Shorts,ykuUDTyT7Gg,2020-12-18T14:00:14Z,213605,5:12,Yes
Elvis Presley - If I Can Dream Album Documentary (Long Version),M2U9RqQMm7o,2016-01-08T08:00:00Z,207314,5:49,No
Canada: Why Many Aboriginals Grow into Crime | DW Documentary (Crime documentary),FG1hCPijyj4,2018-11-20T09:30:00Z,207612,12:01,Yes
The Green Mountain Rangers : Operation Pine Plains 3 Airsoft Documentary Part 2,g0YEHQ65_HY,2010-04-19T07:19:21Z,206767,9:35,Yes
The legacy of Julia Child told in a mouth-watering documentary ‘Julia’ | Nightline,fEHT8gwgaJA,2021-11-16T08:43:19Z,203015,6:44,Yes
Inside Detroit's Fentanyl Overdose Epidemic | Documentary,NZ_2CL-qEWw,2023-12-03T17:01:57Z,198180,19:12,Yes
"Documentary preview: ""Bartitsu - the Lost Martial Art of Sherlock Holmes""",ZDNaC-2HW-A,2009-12-31T00:31:19Z,194669,4:09,Yes
Original Documentary: Airport Uncovered - Inside New York JFK,0VhlRQcHY7Q,2021-07-29T13:00:01Z,189329,17:30,Yes
Abiogenesis | A Short Film by Richard Mans,tVuXiCTGiV4,2015-06-06T07:00:00Z,185614,4:19,Yes
"Oskar Schindler - Part 4,  Award-Winning Holocaust Documentary",P8SS2x_rkuk,2010-01-26T20:57:02Z,183145,5:02,Yes
The Heartbreaking Case of Sarah Widmer! True Crime Documentary.,BUNS8_iJ1fc,2023-12-29T16:00:06Z,184308,18:41,Yes
'The Miracle Of Asia' (Part 1) - Singapore Documentary,xRvbrzIyV9E,2010-04-16T16:29:35Z,180824,8:55,Yes
The Gillingham Fair Disaster | A Short Documentary | Fascinating Horror,sSTDOWvbyxM,2024-01-09T10:15:02Z,182739,10:44,Yes
"ريبورتاج | ""دارين غاب"" بين بنما وكولومبيا: أخطر طرق الهجرة للوصول إلى أمريكا | وثائقية دي دبليو",XZO07Z9tW1E,2024-01-08T18:00:14Z,176819,12:26,No
Nadia Comaneci small documentary,TRPzCmZOvIM,2009-02-21T11:15:51Z,174423,6:13,No
British Army Sniper Training: Discovery Channel Documentary,cszXpl2obBI,2010-05-11T18:25:35Z,173336,6:57,Yes
The Twilight Saga: Eclipse Part 5 Making of Documentary,C3osVDq4HIo,2012-02-15T00:15:36Z,172928,12:35,No
Real Life Mermaid Melissa Documentary,VUVcLELL6aA,2014-09-23T09:17:01Z,171845,8:22,Yes
Bangladesh: Fear among Hindus as religious festival starts | DW Documentary,VoPyuD6flUk,2022-09-26T16:00:17Z,170223,12:26,Yes
The Journey of Elon Musk (Documentary),d6TksmldG7E,2023-06-14T17:42:53Z,162264,13:41,Yes
So You Want To See The World? (Travel Film),CDx2fxb5ZF4,2023-05-02T13:30:03Z,161104,5:36,Yes
Racism in the UK | DW Documentary,sI607wWfMSw,2020-07-06T18:00:09Z,150405,12:32,Yes
Racism in the UK | DW Documentary,sI607wWfMSw,2020-07-06T18:00:09Z,150405,12:32,Yes
Curry and Cyanide Movie Explained in Telugu | Curry & Cyanide: The Jolly Joseph Case Movie in Telugu,WIVMsI3pkPM,2023-12-29T04:30:10Z,151193,14:08,No
The Economics of Asteroid Mining (Documentary),xbsivwZDhGA,2020-11-04T21:15:02Z,145893,13:49,Yes
Florida National Everglades Park Documentary,OfH22cJc8uw,2012-07-15T21:06:39Z,145631,7:06,Yes
Belize Documentary,hrfiqeMwQT0,2015-12-28T03:59:47Z,143775,19:42,Yes
Metrocenter Mall: It's Much Worse! | Retail Archaeology Dead Mall Documentary,VJst6zMG5qI,2018-03-14T16:00:04Z,141818,14:39,Yes
Riding Fixed Gear a Documentary,sQG7no31-p4,2014-04-13T17:43:52Z,140911,4:58,Yes
The Gender Spectrum documentary,jGp5fnrCwXQ,2015-08-04T23:06:04Z,137906,18:20,Yes
Hong Kong Unrest - a 360° Virtual Reality Documentary,39_JlqGj_0Y,2015-03-18T07:53:18Z,134439,7:17,Yes
"Boxer Dog Documentary (info, temperament, training tips)",2jZkESZ-n7M,2017-04-18T06:48:17Z,129088,4:25,No
How the British Royal Navy RESPONDS to Russian Navy THREATS | Documentary,RuQuX8jN9Zs,2024-01-03T19:17:34Z,133903,17:21,Yes
Sub Focus Live - Behind The Scenes Documentary,OS1XTIMYY78,2013-09-24T12:24:50Z,123650,17:19,Yes
Malala Yousafzai's Visit to Trinidad - Documentary,TyDdSqz843U,2015-01-05T23:25:33Z,121416,6:03,Yes
Documentary (feat. Bigga Rankin),rYjIyGAjxKg,2016-02-26T05:42:44Z,121077,4:15,No
Migrants and the Darién Gap | DW Documentary,FTxsXHFhBPE,2024-01-08T17:00:10Z,118536,12:26,Yes
Forbidden Archaeology: Lost Giants of America | Documentary Part 1,T4qWS70W7rA,2023-12-21T00:00:09Z,116490,14:41,Yes
Newtown Divided (full documentary) | FRONTLINE,qfh0ligFOX4,2022-06-07T23:00:28Z,115366,19:44,Yes
What I Believe - Documentary Short,QLvWVFZ5mXU,2011-01-22T19:53:38Z,112856,4:49,No
German police — on patrol with bodycams | DW Documentary,BAdvwQKyYkM,2019-09-09T18:00:00Z,109480,12:31,Yes
MilSim: An Airsoft Documentary,XgQ00oTdEe0,2013-11-08T04:00:42Z,107290,6:25,Yes
The Elite Smash Documentary,7Ekfu5p9fy4,2020-09-26T16:15:00Z,102966,8:02,Yes
CONTROVERSY TRAILS T.B. JOSHUA DOCUMENTARY,YuCfuC6BOoE,2024-01-10T07:34:58Z,92511,5:17,Yes
China's helping hand in Laos | DW Documentary,R7HsDKAa-CI,2023-03-13T17:00:13Z,92163,12:26,Yes
Lock Snapping vulnerable uPVC Euro Profile cylinder door locks documentary,GI5hz2LbtCE,2012-08-13T22:41:31Z,90508,7:14,Yes
Kiribati and climate change | DW Documentary,3EQLFHRHpag,2023-11-20T17:00:04Z,89610,12:26,Yes
Living With Pure O (OCD And Mental Health Documentary) | Absolute Documentaries,1nu6VsjoEDQ,2021-06-09T15:30:01Z,88408,14:39,Yes
Jon Batiste and Suleika Jaouad talk powerful new documentary,G9__1u9MLHw,2024-01-11T18:30:15Z,84418,5:21,Yes
The Chilling Case of Blessie Gotingco! True Crime Documentary.,dTl9KDLZV3Q,2024-01-08T16:00:32Z,82561,18:43,Yes
The Man Who Will ‘Live Forever’ | Biohacker Life Uncovered | Channel 4,nhnZCoUVkU4,2024-01-04T18:00:11Z,82756,19:24,Yes
Airbus A350 XWB Documentary 4/4,HFkWvkvmIdY,2015-06-20T03:13:03Z,75875,7:51,Yes
How Parkour Saved My Life - Parkour and Freerunning Documentary,Nk_RowZ-gEk,2014-08-07T22:59:46Z,72736,6:06,Yes
The America They Won't Show You - Brownsville NYC | Birthplace Of The Wooo,48yN_dr83IU,2024-01-08T17:00:05Z,72787,14:58,Yes
The Point Guard Documentary,PMrPEqkQWgc,2016-05-20T00:00:03Z,71823,10:08,Yes
শাকসবজির রাজধানী যশোময় যশোর || Panorama Documentary,Ai0jjWp6UJE,2024-01-13T08:00:04Z,72332,17:34,Yes
The Preachers Response To TB Joshua's Documentary And The Prophecy By Arome/Uebert/Lovy And Bushiri.,zt3TygP8s_s,2024-01-09T10:01:32Z,69768,5:37,Yes
I Am Soccer Girl (Short Documentary),jTr3BbGoNQI,2016-03-03T14:49:28Z,66987,12:18,Yes
PLT By Molly-Mae - The Documentary | EPISODE 2 | PrettyLittleThing,GEISNtE3y8U,2022-03-13T19:00:06Z,63252,10:38,Yes
FINALLY: SCOAN Response to BBC documentary exposing TB JOSHUA,Nc_zKybW8ZQ,2024-01-10T19:02:47Z,61481,15:52,Yes
""" Beyond The Call "" Full Length PTSD Training Documentary",ESFWmqWux3s,2015-06-05T23:30:43Z,60678,17:41,Yes
The 5 Things Documentary Filmmakers NEED,3K1BVgA2KxM,2022-04-13T14:00:01Z,53444,11:33,Yes
My Meditation - Award Winning Short Documentary,5apOslP4xrM,2021-08-02T14:00:12Z,44981,4:27,Yes
Tb Joshua predicted the bbc documentary before he dyed ???,eLCohlKYKmg,2024-01-09T14:54:59Z,41973,7:52,Yes
You Will Survive Doomsday - A Short Documentary Film,XsMFJT-Vna4,2020-11-15T16:26:17Z,33602,8:16,Yes
"NIGERIANS REACT TO BBC DOCUMENTARY ON TB JOSHUA, AN UNFORTUNATE REVELATION",L9u4YQCqSdY,2024-01-09T21:54:02Z,31133,16:59,Yes
Tb Joshua's Wife Speak Publicly Amidst BBC Documentary | The Female Banker RIP,ZW-EVu2cM1U,2024-01-12T20:03:03Z,29438,11:09,Yes
Our Wonderful Nature | CGI short film by Tomer Eshed,etrWOSh7wSo,2015-03-23T18:05:08Z,28630,5:00,Yes
Moscow Clad in Snow (1908) documentary,bG-2rCl2BF4,2016-12-18T17:19:07Z,25884,7:30,No
BREAKING ‼️Lovy Elias & Shepherd Bushiri RESPONSE To TB Joshua BBC Documentary Exposé😳😳,gWt20eazBGE,2024-01-09T03:20:00Z,26276,15:58,Yes
"DEFENDERS: ""Wiseman John Chi DEFEND TB Joshua from BBC Cult documentary wt @B4Africa",GBNMuDOMkc8,2024-01-09T18:16:16Z,24035,17:16,Yes
Lexus | Morizo Documentary,wARr24fyj5g,2024-01-12T01:00:32Z,15307,7:14,Yes
Moscow Clad in Snow (1908) documentary,bG-2rCl2BF4,2016-12-18T17:19:07Z,25884,7:30,No
BREAKING ‼️Lovy Elias & Shepherd Bushiri RESPONSE To TB Joshua BBC Documentary Exposé😳😳,gWt20eazBGE,2024-01-09T03:20:00Z,26276,15:58,Yes
"DEFENDERS: ""Wiseman John Chi DEFEND TB Joshua from BBC Cult documentary wt @B4Africa",GBNMuDOMkc8,2024-01-09T18:16:16Z,24035,17:16,Yes
Lexus | Morizo Documentary,wARr24fyj5g,2024-01-12T01:00:32Z,15307,7:14,Yes
How To Write An Effective Documentary Script,qaxmM-3AC8s,2023-06-08T17:47:11Z,14408,7:43,Yes
Lexus LBX Morizo RR - Reveal Documentary,JrSaS6wWw_w,2024-01-12T01:00:07Z,12631,7:14,Yes
Leo Tolstoy in Yasnaya Polyana (1908-1910) documentary,37cAlZAKPAo,2016-12-20T05:49:09Z,9084,6:29,No
EYEWITNESS ACCOUNT - BBC Documentary TB Joshua,2-8W3H5rUIQ,2024-01-13T18:27:45Z,26226,8:43,Yes
The Mastermind Behind TB Joshua BBC Documentary Finally Speaks,mf0XmiC0Loc,2024-01-09T22:02:19Z,7843,4:49,Yes
Heavy Machines at Work: How Marble is Mined | Documentary Of Marble Quarries,EvXVj4gCG28,2024-01-12T20:41:21Z,4562,8:18,Yes
Brother Chris Statement On BBC's Documentary Against TB JOSHUA!!!,#NAME?,2024-01-12T23:16:43Z,2562,4:07,Yes
VANNDA SKULL 2 - NEXT LEVEL | DOCUMENTARY EPISODE 5 ( REACTION ),0PaEfKEAyU8,2024-01-12T17:29:39Z,1385,11:09,Yes
Prophet TB Joshua's Son Replies BBC Africa over Documentary,-54r-QdJBdo,2024-01-13T21:14:03Z,1747,15:36,Yes
"BBC Documentary, SCOAN Has Finally Responded To The Allegations Against TB Joshua.",PbMNe3qB44s,2024-01-13T18:48:45Z,646,17:58,Yes
TB JOSHUA'S WIFE BREAKS SILENCE ON BBC DOCUMENTARY + CELEBRITY DEFEND HIM,QPmQoihVin4,2024-01-13T09:03:59Z,324,14:11,Yes
"Arausio, 105 BC: Rome's Worst Military Defeat (Documentary)",Rr7qsrt6kuI,2024-01-13T19:15:10Z,4004,14:06,Yes
*CAUTION* Abduction Caught On Camera | Naomi Irion Case - True Crime Documentary,KCE5tyAuJCY,2023-11-21T16:45:25Z,1,16:22,No
